,,,,,,,,,,,,,,,,,,,,,,,
 Date 6/4/2025  Time  9:44:45AM,,,,,,,,,,,,,,,,Page  1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GRENADE31071,,,,,,1,EACH,,11.04,,,7.99,,Grenade Protein Spread WCC,,,,,,,,,
AL1731,,,,,,2,EACH,,7.00,,,4.96,,Alani Nu Protein Bar Rocky Roa,,,,,,,,,
AL1807,,,,,,2,EACH,,7.00,,,4.74,,Alani Nu Protein Bar Munchies,,,,,,,,,
ONE575,,,,,,2,Each,,7.00,,,4.92,,One1 Brands One Hershey's C&C,,,,,,,,,
MARS002,,,,,,6,EACH,,26.64,,,18.33,,Mars Inc Snickers Protein Bar,,,,,,,,,
KS600-NS,,,,,,1,FREE,,0.00,,,4.40,,King Shaker 600ml Neutral Seri,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Blush,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Loyalty Program - ,,,,Royalty Bucks Program,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Points earned,,,,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AB-CL-T096289,,,,,AB-CL,,AB-CL-C0007038,,,,,62.99,,0.00,,,29.99,,59.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ticket,,,,,AB-CL-01,,troy sales,,,,,0.00,,0.00,,,30.00,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,,,6/2/25,,,AB-CL-EVT029199,,,,,,62.99,,0.00,,,50.0%,,3.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RSCHULZ,,,,,RSCHULZ,,,,,,,,,0.00,,,,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sale ticket,,,,,,,,,,,,,,,,,,,62.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Item #,,,,,,Qty sld,Selling unit,,,Disp ext prc,,Extended cost,,Description          ____________,,,,,Return / price reason                                                                  ,,,Disc amt,
,,,,,,,,,,,,,,,,,,,,,,,
VNDL063,,,,,,1,EACH,,59.99,,,29.99,,VNDL Project CGreens 30s CL,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Loyalty Program - ,,,,Royalty Bucks Program,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Points earned,,,,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AB-CL-T096290,,,,,AB-CL,,AB-CL-C0009835,,,,,110.21,,0.00,,,53.32,,104.96,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ticket,,,,,AB-CL-01,,leif stilwell,,,,,0.00,,0.00,,,51.64,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,,,6/2/25,,,AB-CL-EVT029199,,,,,,110.21,,0.00,,,49.2%,,5.25,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RSCHULZ,,,,,RSCHULZ,,,,,,,,,0.00,,,,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sale ticket,,,,,,,,,,,,,,,,,,,110.21,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Item #,,,,,,Qty sld,Selling unit,,,Disp ext prc,,Extended cost,,Description          ____________,,,,,Return / price reason                                                                  ,,,Disc amt,
,,,,,,,,,,,,,,,,,,,,,,,
BELIEVE282,,,,,,1,EACH,,19.99,,,10.99,,Believe A + Energy6 25s BlueR,,,,,,,,,
AM5945,,,,,,1,EACH,,19.99,,,11.99,,Allmax Lions Mane 60 Caps,,,,,,,,,
AM5955,,,,,,1,EACH,,19.99,,,10.99,,Allmax KSM-66 60 Capsules,,,,,,,,,
BELIEVE107,,,,,,1,EACH,,44.99,,,19.35,,Believe SF + Greens 30s CB,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Loyalty Program - ,,,,Royalty Bucks Program,,,,,,,,,,,,,,,
,,,,Points earned,,,,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AB-CL-T096291,,,,,AB-CL,,AB-CL-C0006093,,,,,83.99,,0.00,,,46.76,,79.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ticket,,,,,AB-CL-01,,Cold lake Walkin,,,,,0.00,,0.00,,,33.23,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,,,6/2/25,,,AB-CL-EVT029199,,,,,,83.99,,0.00,,,41.5%,,4.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ECIZ,,,,,RSCHULZ,,,,,,,,,0.00,,,,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sale ticket,,,,,,,,,,,,,,,,,,,83.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Item #,,,,,,Qty sld,Selling unit,,,Disp ext prc,,Extended cost,,Description          ____________,,,,,Return / price reason                                                                  ,,,Disc amt,
,,,,,,,,,,,,,,,,,,,,,,,
PERFECT001,,,,,,1,EACH,,79.99,,,46.76,,Perfect Diesel 2lb Vanilla,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AB-CL-T096292,,,,,AB-CL,,AB-AD-C0007898,,,,,21.82,,0.00,,,14.04,,20.78,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ticket,,,,,AB-CL-01,,Rob Raglan,,,,,0.00,,0.00,,,6.74,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,,,6/2/25,,,AB-CL-EVT029199,,,,,,21.82,,0.00,,,32.4%,,1.04,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RSCHULZ,,,,,RSCHULZ,,,,,,,,,0.00,,,,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sale ticket,,,,,,,,,,,,,,,,,,,21.82,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Item #,,,,,,Qty sld,Selling unit,,,Disp ext prc,,Extended cost,,Description          ____________,,,,,Return / price reason                                                                  ,,,Disc amt,
,,,,,,,,,,,,,,,,,,,,,,,
IN391,,,,,,1,EACH,,3.50,,,2.13,,Mammoth Protein Bar PB Crunch,,,,,,,,,
ONE573,,,,,,1,Each,,3.50,,,2.46,,One1 Brands One Reeses,,,,,,,,,
ONE575,,,,,,1,Each,,3.50,,,2.46,,One1 Brands One Hershey's C&C,,,,,,,,,
GRENADE31003,,,,,,1,EACH,,3.39,,,2.29,,Grenade Bar DarkCMint,,,,,,,,,
GRENADE31360,,,,,,1,EACH,,3.39,,,2.37,,Grenade Bar Oreo,,,,,,,,,
PERFECT115,,,,,,1,EACH,,3.50,,,2.33,,Diesel Protein Bar TripleRichC,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AB-CL-T096293,,,,,AB-CL,,AB-CL-C0001528,,,,,57.74,,0.00,,,29.99,,54.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ticket,,,,,AB-CL-01,,clayton carter,,,,,0.00,,0.00,,,25.00,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,,,6/2/25,,,AB-CL-EVT029199,,,,,,57.74,,0.00,,,45.5%,,2.75,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RSCHULZ,,,,,RSCHULZ,,,,,,,,,0.00,,,,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sale ticket,,,,,,,,,,,,,,,,,,,57.74,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Item #,,,,,,Qty sld,Selling unit,,,Disp ext prc,,Extended cost,,Description          ____________,,,,,Return / price reason                                                                  ,,,Disc amt,
,,,,,,,,,,,,,,,,,,,,,,,
BELIEVE170,,,,,,1,EACH,,54.99,,,29.99,,Believe Isolate 25s Choc PB,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AB-CL-T096294,,,,,AB-CL,,AB-RD-C0000952,,,,,19.42,,0.00,,,11.70,,18.97,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ticket,,,,,AB-CL-01,,"kim lokszyn (10% ""For Life"")",,,,,0.00,,0.00,,,7.27,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,,,6/2/25,,,AB-CL-EVT029199,,,,,,19.42,,0.00,,,38.3%,,0.45,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RSCHULZ,,,,,RSCHULZ,,,,,,,,,0.00,,,,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sale ticket,,,,,,,,,,,,,,,,,,,19.42,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Item #,,,,,,Qty sld,Selling unit,,,Disp ext prc,,Extended cost,,Description          ____________,,,,,Return / price reason                                                                  ,,,Disc amt,
,,,,,,,,,,,,,,,,,,,,,,,
RAB-000,,,,,,1,EACH,,9.99,,,5.99,,Rabeko Zero Sauces 350ml Teri,,,,,,,,,
SIN092,,,,,,1,EACH,,4.49,,,2.86,,Sinfit Protein Chips Ketchup,,,,,,,,,
SIN090,,,,,,1,EACH,,4.49,,,2.85,,Sinfit Protein Chips Pizza,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AB-CL-T096295,,,,,AB-CL,,AB-CL-C0008449,,,,,62.99,,0.00,,,35.99,,59.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ticket,,,,,AB-CL-01,,jake mcallister,,,,,0.00,,0.00,,,24.00,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,,,6/2/25,,,AB-CL-EVT029199,,,,,,62.99,,0.00,,,40.0%,,3.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RSCHULZ,,,,,RSCHULZ,,,,,,,,,0.00,,,,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sale ticket,,,,,,,,,,,,,,,,,,,62.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Item #,,,,,,Qty sld,Selling unit,,,Disp ext prc,,Extended cost,,Description          ____________,,,,,Return / price reason                                                                  ,,,Disc amt,
,,,,,,,,,,,,,,,,,,,,,,,
GHO885,,,,,,1,EACH,,59.99,,,35.99,,Ghost Legend V3 60s CherryLime,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Loyalty Program - ,,,,Royalty Bucks Program,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Points earned,,,,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AB-CL-T096296,,,,,AB-CL,,AB-CL-C0001559,,,,,52.49,,0.00,,,29.99,,49.99,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ticket,,,,,AB-CL-01,,simon beauchesne,,,,,0.00,,0.00,,,20.00,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,,,6/2/25,,,AB-CL-EVT029199,,,,,,52.49,,0.00,,,40.0%,,2.50,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RSCHULZ,,,,,RSCHULZ,,,,,,,,,0.00,,,,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sale ticket,,,,,,,,,,,,,,,,,,,52.49,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Item #,,,,,,Qty sld,Selling unit,,,Disp ext prc,,Extended cost,,Description          ____________,,,,,Return / price reason                                                                  ,,,Disc amt,
,,,,,,,,,,,,,,,,,,,,,,,
AM3030,,,,,,1,EACH,,49.99,,,29.99,,Allmax VitaStack 30 Packs,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Loyalty Program - ,,,,Royalty Bucks Program,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Points earned,,,,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
AB-CL-T096297,,,,,AB-CL,,AB-CLP-C0000701,,,,,209.16,,0.00,,,126.10,,199.20,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ticket,,,,,AB-CL-01,,Michelle Carlson,,,,,0.00,,0.00,,,73.10,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6/2/25,,,6/2/25,,,AB-CL-EVT029199,,,,,,209.16,,0.00,,,36.7%,,9.96,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RSCHULZ,,,,,RSCHULZ,,,,,,,,,0.00,,,,,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sale ticket,,,,,,,,,,,,,,,,,,,209.16,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Item #,,,,,,Qty sld,Selling unit,,,Disp ext prc,,Extended cost,,Description          ____________,,,,,Return / price reason                                                                  ,,,Disc amt,
,,,,,,,,,,,,,,,,,,,,,,,
RC126639,,,,,,1,EACH,,55.24,,,39.00,,RC1 MRE Lite 1.92lbs PBCookie,,,,,,,,,
BELIEVE292,,,,,,1,EACH,,71.99,,,38.23,,Believe EAA 70s White Slushie,,,,,,,,,
ANS483697,,,,,,1,BOX,,19.99,,,12.99,,ANS ViON+ Peach Mango,,,,,,,,,
PVL2850,,,,,,1,EACH,,22.39,,,14.49,,PVL Glutamine 400g Unflavoured,,,,,,,,,
BELIEVE075,,,,,,1,EACH,,29.59,,,16.99,,Believe Energy+Burn 30s SW,,,,,,,,,
KS600-RS,,,,,,1,FREE,,0.00,,,4.40,,King Shaker 600ml Retro Series,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
